X,Y,Name: ,Address: ,Phone Number: ,,Website: ,Open for: ,Details:,Last Updated: 
-122.3171284,47.61399633,Bai Tong Thai Street Cafe,"1121 E Pike St,  Seattle, WA 98122",206.787.8448,,https://www.baitongthaistreetcafe.com/,"takeout,delivery",We will open regular business hours for take-out and delivery services only.,2020/03/27 01:38:15.543+00
-122.319801,47.61324,Betsutenjin Ramen,"954 E Union St Seattle, WA 98122",(206) 324-0843,,https://www.facebook.com/pg/Betsutenjin-Ramen-USA-112504659439834,takeout,We're keeping Betsutenjin open for take-out and our special imported drinks..,2020/03/27 01:38:15.543+00
-122.382721,47.66957514,The Boar's Nest,"2008 NW 56th St Seattle, WA",(206) 973-1970,,,takeout,Grab some delicious BBQ at the Boar’s Nest! Plenty of free parking!,2020/03/27 01:38:15.543+00
-122.33673,47.621853,Cactus - SLU,"350 Terry Ave N Seattle, WA 98109",206.913.2250,,https://cactusrestaurants.com/location/south-lake-union/,"takeout,curbside,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.3128133,47.67034251,Calluna,5628 University Way NE,206-420-1938,,https://callunaseattle.com/curb-side-pickup/,"takeout,curbside,delivery",Calluna is offering a specially curated curb-side and delivery menu.,2020/03/27 01:38:15.543+00
-122.3150813,47.52610593,South Town Pie,"8611 14th Ave South Seattle, WA",206-535-7166,,https://southtownpie.com/stp-contact/,"takeout,curbside,third_party_delivery_service",Open for take out from 4PM - 9PM (Tuesday - Saturday) or order and pay online for curbside pick-up!,2020/04/18 10:21:26.304+00
-122.3555026,47.68315911,Yanni's Greek Restaurant,7419 Greenwood Ave N,(206)783-6945,,https://www.yannis-greek-restaurant.com/,"takeout,delivery,third_party_delivery_service",We are now offering the following services:  Window pick-up and Curb-side pick-up,2020/03/27 01:38:15.543+00
-122.3060232,47.61306198,Katy’s Corner Cafe,2000 E Union St Seattle Wa 98122,(206)329-0121,,http://Katyscornercafe.com,"takeout,third_party_delivery_service",We are open 6:30 am - 5 pm,2020/06/04 14:40:35.052+00
-122.3205924,47.62243893,Witness Bar,"410 Broadway E, Seattle, WA 98102",(206) 329-0248,,http://witnessbar.com/,"takeout,curbside","Call and place your order 206.329.0248. 
Curbside pick up - we will bring it out to you!",2020/05/11 17:01:17.858+00
-122.3396496,47.61556425,Willmott's Ghost,"2100 6th Ave, Seattle, WA 98121",206-900-9650,,https://www.willmottsghost.com/,"takeout,curbside","We are open for to-go order Tuesday through Saturday, 1:30-8PM. Orders can be placed 1-7PM",2020/03/27 01:38:15.543+00
-122.3572624,47.63272577,Betty Restaurant,"1507 Queen Anne Ave N, Seattle, WA 98109",206.352.3773,,https://www.eatatbetty.com/,takeout,Our new hours (takeout only) 4:30-7:30pm,2020/03/27 01:38:15.543+00
-122.3374528,47.61871503,Tous les Jours - Coffee House,"101 Terry Ave. N., Seattle, WA 98109",(206) 457-5096,,https://www.tljus.com/,"takeout,third_party_delivery_service",We are open Mon-Fri 8:30AM - 8:00PM and Sat-Sun 8:30AM - 8:30PM,2020/03/27 01:38:15.543+00
-122.3365903,47.62408793,Top Pot Doughnuts - Seattle,"590 Terry Ave N, Seattle, WA 98109",206-995-8296,,https://www.toppotdoughnuts.com,"takeout,third_party_delivery_service","M-F 7:00 AM - 3:30 PM
SAT 8:00 AM - 2:00 PM",2020/04/21 18:02:56.992+00
-122.3867911,47.58220134,Copper Coin,"2329 CALIFORNIA AVE SW SEATTLE, WA 98116",(206) 420-3608,,https://coppercoinseattle.com/,"takeout,curbside",,2020/03/27 01:38:15.543+00
-122.3443896,47.61051365,Cutter's Crabhouse,"2001 Western Ave., Seattle, WA 98121",(206) 448-4884,,https://cutterscrabhouse.com/,"curbside,delivery",,2020/03/27 01:38:15.543+00
-122.3361388,47.61999209,Thai Thani Kitchen - South Lake Union,"201 Boren Ave N, Seattle, WA 98109",(206) 624-1485,,http://www.thaithanikitchen.com/SouthLakeUnion.html,"takeout,third_party_delivery_service","Our hours are: 
Mon - Thurs : 11am - 9pm
Fri : 11am - 9:30pm
Sat : 12pm - 9:30pm
Sun : 12pm - 8:30pm",2020/03/27 01:38:15.543+00
-122.3556155,47.6781531,El Chupacabra (Greenwood),"6711 Greenwood Avenue North Seattle, Washington 98103",206-706-4889,,https://www.elchupacabraseattle.com/,takeout,,2020/03/27 01:38:15.543+00
-122.4073049,47.5800946,El Chupacabra (Alki Beach),"2620 Alki Avenue South West Seattle, WA 98116",(206) 933-7344,,https://www.elchupacabraseattle.com/,takeout,,2020/03/27 01:38:15.543+00
-122.3143186,47.62281392,El Farol Mexican Restaurant,"1467 E Republican St Seattle, Washington 98112",(206) 325-9005,,http://www.elfarolseattle.com,"takeout,curbside,third_party_delivery_service",We are open regular  hours. Sun - Thursday. 11am  to 10 pm .fri -  sat 11am to 1030pm.  We can take payments over the phone if you would like. ,2020/06/04 14:35:28.855+00
-122.357239,47.63779233,El Mezcalito,"2123 Queen Anne Avenue N, Seattle, WA 98119",(206) 216-4446,,https://www.seattlemeetsoaxaca.com/el-mezcalito/,"takeout,curbside,delivery",,2020/03/27 01:38:15.543+00
-122.3857747,47.66805582,La Carta De Oaxaca,"5431 Ballard Avenue NW, Seattle, WA 98107",(206) 782-8722,,https://www.seattlemeetsoaxaca.com/la-carta-de-oaxaca/,"takeout,curbside,delivery",,2020/03/27 01:38:15.543+00
-122.3388867,47.61507411,Evergreens (Lenora and 6th),"2070 6th Ave Seattle, WA 98121",206.294.3168,,https://evergreens.com/locations/,"takeout,third_party_delivery_service","Monday - Friday:  10:30am - 3:00pm
Saturday & Sunday:  Closed",2020/06/17 16:24:40.040+00
-122.3484046,47.64962969,Evergreens (Fremont),"738 N 34th Street Seattle, WA 98103",206.294.5107,,https://evergreens.com/locations/,"takeout,third_party_delivery_service","Hours of Operation:
Monday - Sunday: 9:00am-7:00pm",2020/06/17 16:25:40.228+00
-122.2988698,47.66870625,Frank's Oyster House,"2616 NE 55th Seattle, WA 98105",206.525.0220,,http://www.franksoysterhouse.com/,takeout,"Both Frank's and Pair's takeout menus are available to order and pick up at Frank’s
from 5-8PM.",2020/03/27 01:38:15.543+00
-122.3165961,47.60981238,Taco Del Mar - Capitol Hill,"816 12th Ave, Seattle, WA 98122",(206) 324-0079,,https://tacodelmar.com/,"takeout,curbside",We're open: Mon-Fri 10:30 AM - 9:00 PM; Sat 10:00 AM - 8:30 PM & Sun 11:00 AM - 8:00 PM.  Call us for curbside pickup!,2020/03/27 01:38:15.543+00
-122.3819137,47.66882988,Heritage Distilling Co. -Ballard,"1836 NW Market Street Seattle, WA 98107",206-573-5486,,https://heritagedistilling.com/,"takeout,delivery",,2020/04/21 17:56:58.128+00
-122.3196585,47.61244369,Heritage Distilling Co. - Capitol Hill,"1201 10TH Avenue Seattle, WA 98122",(206) 458-7491,,https://heritagedistilling.com/,"takeout,delivery",,2020/04/21 17:57:18.936+00
-122.3401013,47.6219036,Hurry Curry of Tokyo,"825 Harrison St Seattle, WA 98109",(206)681-9443,,http://hurrycurryoftokyo-seattle.com/,"takeout,curbside,third_party_delivery_service","Pre-Order for Pickup https://eat.chownow.com/discover/restaurant/5381

Hours: Mon-Sat 10AM-10PM  Sun 10AM-9:30PM

Food Priority Pickup Zone _YES",2020/03/27 01:38:15.543+00
-122.3502385,47.65910494,Il Lupo,"4303 FREMONT AVENUE N. SEATTLE, WA 98103",(206) 547-2144,,https://www.lupofremont.com/,curbside,,2020/03/27 01:38:15.543+00
-122.3208144,47.65141132,Johnny Mos Pizza,"3272 Fuhrman Avenue E Suite 100  Seattle, Washington 98102",,,,"takeout,third_party_delivery_service",Order pickup through Johnny Mo's website. https://www.johnnymos.com/,2020/03/27 01:38:15.543+00
-122.3369408,47.62369317,Specialty's Café & Bakery -  SLU,"520 Terry Ave N, Seattle, WA 98109",(877) 502-2837,,https://www.specialtys.com/location.aspx?store=se10&utm_source=google&utm_medium=local-listings&utm_campaign=seattle&utm_content=520-terry-ave-n,"takeout,delivery",Pickup available Mon-Fri 6am-3:45pm,2020/03/27 01:38:15.543+00
-122.316582,47.61117901,Southpaw,"926 12th Ave, Seattle, WA 98122",(206) 323-5278,,https://www.southpawpizza.com/,"takeout,third_party_delivery_service",We're open 5-8PM Tue-Sat,2020/03/27 01:38:15.543+00
-122.3764293,47.56388992,The Habit Burger Grill - West Seattle,"3501 SW AVALON WAY SEATTLE, WA 98126",(206) 932-2186,,https://order.habitburger.com/store/a17ff353-018d-e911-822e-02838e5eb552/category/cfcbb04a-c88e-e911-8259-020f3289bcb6,takeout,,2020/03/27 01:38:15.543+00
-122.3695744,47.66248039,The Habit Burger Grill - Ballard,"907 NW BALLARD WAY SEATTLE, WA 98107",(206) 659-0756,,https://order.habitburger.com/store/7de7f1ee-c4dc-e811-822e-02eaf1e04748/category/cfcbb04a-c88e-e911-8259-020f3289bcb6,takeout,,2020/03/27 01:38:15.543+00
-122.3130405,47.61940611,Bakery Nouveau - Capital Hill,"137 15th Ave E, Seattle, WA 98112",(206) 858-6957,,http://www.bakerynouveau.com/,takeout,Both the Bakery Nouveau in West Seattle and the location in Capitol Hill have designated pick up areas for call-in orders.,2020/03/27 01:38:15.543+00
-122.3905356,47.52056178,Endolyne Joe's,"9261 45th Ave SW, Seattle, WA 98136",206 937 5637,,https://www.chowfoods.com/endolyne-joes,"curbside,delivery",,2020/03/27 01:38:15.543+00
-122.3309134,47.66162769,Ezell's - Wallingford,"2300 N 45th Street Seattle, WA 98103",(206) 453-5250,,https://ezellschicken.com/,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.287536,47.562975,Ezell's - Rainer Valley ,4436 Rainier Avenue S ,(206) 686-3772,,https://ezellschicken.com/,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.399415,47.639799,Serendipity,3222 West McGraw St,206-282-9866,,https://www.serendipitycafeandlounge.com,takeout,We are available for takeout orders everyday from 4PM-8PM.,2020/03/27 01:38:15.543+00
-122.3028455,47.606319,Ezell's - Garfield High,501 23rd Avenue,(206) 324-4141,,https://ezellschicken.com/,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.2773705,47.636487,McGilvra's Bar and Restaurant,"4234 E Madison St, Seattle, WA 98112",(206) 325-0834,,https://www.mcgilvraspub.com/,"takeout,curbside,third_party_delivery_service",We will be fielding orders daily from 4p-8p,2020/03/27 01:38:15.543+00
-122.3275042,47.59707097,Samurai Noodle - International District,"606 5th Ave South, Seattle WA, 98104",(206) 624-9321,,http://www.samurainoodle.com/location/index.html,"takeout,delivery,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.3130805,47.65805575,Samurai Noodle - University District,"4138 University Way NE, Seattle WA 98105",(206) 547-1774,,http://www.samurainoodle.com/location/index.html#,"takeout,delivery,third_party_delivery_service",We now have pick up zones in front of the stores.,2020/03/27 01:38:15.543+00
-122.355,47.692242,North Star Diner & Shanghai Room,"8580 Greenwood Ave N, Seattle, WA 98103",,,http://northstardiner.com/,delivery,"CURRENTLY OFFERING “BURRITO-TO-YOU!” BREAKFAST BURRITOS + HOT COFFEE BROUGHT RIGHT TO YOUR DOOR FRIDAYS, SATURDAYS & SUNDAYS!",2020/03/27 01:38:15.543+00
-122.3554857,47.69128855,Razzi's Pizzaria (Greenwood),8523 Greenwood Ave NW,206-782-9005,,https://www.razzispizza.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00
-122.329422,47.61801,Razzi's Pizzeria - Downtown,"1314 Howell St, Seattle, WA 98101",206-588-2425,,https://www.razzispizza.com/,"takeout,delivery",We are open for take-out and delivery 7 days a week.,2020/05/11 17:00:13.165+00
-122.3117937,47.57843449,Perihelion Brewery,"2800 16th Ave South Seattle, WA 98144",206 200-3935,,https://www.perihelion.beer/,"takeout,delivery",Take out and Growler Fills Call 206-200-3935 ,2020/03/27 01:38:15.543+00
-122.3169034,47.60970588,Panwa Thai,"812 12th Av, Seattle WA 98122",206-325-5828,,http://www.panwathai.com/index.html,third_party_delivery_service,,2020/03/27 01:38:15.543+00
-122.3456452,47.61269516,Ohana Belltown,"2207 1st Avenue, Belltown USA Seattle, WA 98121",206.956.9329,,https://www.ohanasushigrill.com/,"takeout,third_party_delivery_service",We are open for take out and curbside. Give us a call at 206.956.9329,2020/03/27 01:38:15.543+00
-122.3326884,47.60140069,Nirmal's Indian Restaurant,"106 Occidental Ave S, Seattle, WA USA 98104",206-683-9701,,https://www.nirmalseattle.com/,"curbside,third_party_delivery_service","ONLINE ORDERS via DoorDash, Uber Eats and Postmates & CURB SIDE PICK-UP",2020/03/27 01:38:15.543+00
-122.3541645,47.67350484,Modern: Japanese Cuisine,"6108 Phinney Ave N, Seattle, WA 98103",(206) 420-4088,,https://www.modern-seattle.com/,"takeout,third_party_delivery_service","We are open for take out sushi, bento, desserts and everything!  Postmates:  https://postmates.com/merchant/modern-japanese-cuisine-6108-phinney-ave-n",2020/03/27 01:38:15.543+00
-122.325795,47.615391,Mezcaleria Oaxaca,"422 E. Pine St, Seattle WA 98122",(206) 324-0506,,http://mezcaleriaoaxaca.com/,"takeout,third_party_delivery_service","THE TACO WINDOW AT MEZCALERIA OAXACA IS OPEN FOR BUSINESS.
ORDER ONLINE OR WALK-UP.  ",2020/03/27 01:38:15.543+00
-122.3252979,47.61421015,Meet Korean BBQ,"500 E Pike St. Seattle, WA 98122",206 695 2621,,https://www.meetkoreanbbq.com/,"takeout,delivery","Free delivery, via our team, within the Downtown and Capitol Hill areas. Otherwise orders are takeout only from 500 E Pike St.
",2020/03/27 01:38:15.543+00
-122.3382825,47.61477,Marination 6th & Virginia,"2000 6th Ave, Seattle, WA 98121",(206) 327-9860,,https://marinationmobile.com/locations,"takeout,curbside,third_party_delivery_service","M-Sun 12:30pm-7pm
Free delivery when ordering on our website! ",2020/06/08 15:53:01.262+00
-122.3503065,47.657844,Le Coin,"4201 Fremont Ave N, Seattle, WA, 98103",206-708-7207.,,https://www.lecoinseattle.com/,"takeout,third_party_delivery_service","Le Coin will be open for take out from 4pm until 8pm
To order call 206-708-7207.",2020/03/27 01:38:15.543+00
-122.3405595,47.615985,Lady Yum - Amazon  Campus,"2130 6th Ave Seattle, WA 98121",(866) LADY-YUM,,https://www.ladyyum.com,"takeout,third_party_delivery_service","Seattle's Best French Macarons!
Hours: 10am – 10pm 7 days a week
Order for contactless pickup at https://www.ladyyum.com/shop-2",2020/08/06 03:27:27.724+00
-122.3241439,47.61534231,Fogon Cocina Mexicana,"600 East Pine St, Seattle WA 98122",206-320-7777,,https://fogonseattle.com/,takeout,Open for takeout 11 AM - 9 PM.,2020/03/27 01:38:15.543+00
-122.3010945,47.612745,Feed Co. Burgers,"1190 24th Avenue Seattle, WA",206-726-6000,,https://www.facebook.com/FeedCoBurgersCentral/,"takeout,third_party_delivery_service","We are still doing take out and deliveries through our partners Ubereats, Chownow, Caviar, and DoorDash.",2020/03/27 01:38:15.543+00
-122.346936,47.6766,Bongo's,"6501 Aurora Ave N,  Seattle, WA 98103",(206) 420-8548,,https://www.bongosseattle.com/,takeout,Open for take-out Wednesday - Sunday (11 AM - 8 PM),2020/03/27 01:38:15.543+00
-122.327109,47.615418,Kizuki Ramen & Izakaya  - Capitol Hill,"320 E Pine St. Seattle, Washington, 98122",(425) 553-0867,,https://www.kizuki.com/,"takeout,delivery,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.2880621,47.57807621,Mioposto Pizzeria - Mt. Baker,"3601 S McClellan St, Seattle, WA 98144",(206) 760-3400,,https://www.miopostopizza.com/,"takeout,curbside,delivery,third_party_delivery_service",,2020/05/11 16:59:44.679+00
-122.290553,47.66867486,Mioposto Pizzeria - Ravenna,"3426 NE 55th St, Seattle, WA 98105",(206) 582-1899,,https://www.miopostopizza.com/,"takeout,curbside,delivery,third_party_delivery_service",,2020/05/11 16:59:21.363+00
-122.2989883,47.66162176,Ba Bar - University Village,"2685 NE 46th Street Seattle, Wa 98105",206.328.1112,,,"takeout,curbside,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.2777438,47.63615294,Cactus - Madison Park,"4220 E Madison St, Seattle, WA 98112",206.324.4140,,https://cactusrestaurants.com/location/madison-park/,"takeout,curbside,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.3277963,47.66115989,Dick's Drive-In - Wallingford,"111 N.E. 45th St Seattle, WA 98105",(206) 632-5125,,https://www.ddir.com,"takeout,third_party_delivery_service",,2020/04/22 12:24:42.277+00
-122.3211084,47.61932284,Dick's Drive-In - Broadway,"115 Broadway East Seattle, WA 98102",(206) 323-1300,,https://www.ddir.com,"takeout,third_party_delivery_service",,2020/04/22 12:23:31.453+00
-122.356377,47.623437,Dick's Drive-In - Queen Anne,"500 Queen Anne Ave N. Seattle, WA 98109",(206) 285-5155,,https://www.ddir.com,"takeout,third_party_delivery_service",Visit website for updated hours: https://www.ddir.com/,2020/04/22 12:25:41.233+00
-122.3716905,47.696418,Dick's Drive-In - Holman Road,"9208 Holman Road NW Seattle, WA 98117",(206) 783-5233,,https://www.ddir.com,"takeout,third_party_delivery_service",,2020/04/22 12:26:28.569+00
-122.2963858,47.71819538,Dick's Drive-In - Lake City,"12325 30th Ave NE Seattle, WA 98125",(206) 363-7777,,https://www.ddir.com,"takeout,third_party_delivery_service",,2020/04/22 12:27:22.315+00
-122.345604,47.73258,Kidd Valley - Aurora,"14303 Aurora Ave N Seattle, 98133",(206) 364-8493,,https://www.kiddvalley.com,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00
-122.3252057,47.61395189,Tavolata Capitol Hill,"501 E Pike St Seattle, WA 98122",(206) 420-8355,,https://www.ethanstowellrestaurants.com/locations/tavolata-capitol-hill/,takeout,"Offering Takeout Only.
Daily from 5PM to 9PM",2020/03/27 01:38:15.543+00
-122.312815,47.62213059,Rione XIII,"401 15th Ave E Seattle, WA 98112",(206) 838.2878,,https://www.ethanstowellrestaurants.com/locations/rione-xiii/,takeout,"Offering Takeout Only
Daily from 5PM to 9PM",2020/03/27 01:38:15.543+00
-122.2891746,47.6136146,Red Cow,"1423 34th Ave, Seattle, WA 98122",(206) 454-7932,,https://www.ethanstowellrestaurants.com/locations/red-cow/,takeout,"Offering Takeout Only
Daily from 5PM to 9PM",2020/03/27 01:38:15.543+00
-122.284976,47.60204851,Bluwater Bistro,"102 Lakeside Ave Seattle, WA 98122",206-328-2233,,https://www.bluwaterbistro.com/locations/leschi/,"takeout,curbside,delivery,third_party_delivery_service","Curbside pick-up call 206.328.2233 and we will meet you out front.
Walk-ins may order on-site.
Restaurant delivery - within 2 miles",2020/03/27 01:38:15.543+00
